2024-05-21 00:58:00,306 - ObjectDetectionLogger - INFO - Model path: models/yolov8s.pt
2024-05-21 00:58:02,048 - ObjectDetectionLogger - INFO - Model loaded. Cuda available: True
2024-05-21 00:58:02,058 - ObjectDetectionLogger - INFO - Region of interest points loaded successfully. Num points: 5
2024-05-21 00:58:08,710 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([319.9714,  57.9091, 367.0164, 211.7242])
2024-05-21 00:58:11,175 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,175 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,176 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 16.00%
2024-05-21 00:58:11,177 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([276.8989,  82.6903, 349.5087, 221.9747])
2024-05-21 00:58:11,178 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,178 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,180 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:11,238 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 89.4678, 118.6083, 235.3146, 476.5179])
2024-05-21 00:58:11,239 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,240 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,240 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 15.00%
2024-05-21 00:58:11,242 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([269.6771,  84.8947, 348.4141, 222.4456])
2024-05-21 00:58:11,244 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,244 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,245 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:11,298 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 67.3729, 127.3700, 225.2796, 477.6490])
2024-05-21 00:58:11,299 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,301 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,301 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 12.00%
2024-05-21 00:58:11,303 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([261.6539,  86.3880, 346.1635, 254.4700])
2024-05-21 00:58:11,304 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,304 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,305 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 10.00%
2024-05-21 00:58:11,358 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 42.8355, 131.9598, 212.1482, 479.4758])
2024-05-21 00:58:11,359 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,360 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,361 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 10.00%
2024-05-21 00:58:11,363 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([255.6689,  87.3098, 341.8432, 249.6674])
2024-05-21 00:58:11,364 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,364 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,365 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 8.00%
2024-05-21 00:58:11,421 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 38.1455, 134.9451, 201.5389, 479.4823])
2024-05-21 00:58:11,422 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,423 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,424 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 8.00%
2024-05-21 00:58:11,426 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([249.1808,  87.3631, 332.5767, 255.3860])
2024-05-21 00:58:11,427 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,428 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,429 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 9.00%
2024-05-21 00:58:11,484 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 31.9435, 137.6890, 188.5503, 458.8616])
2024-05-21 00:58:11,485 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,485 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,486 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 8.00%
2024-05-21 00:58:11,488 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([243.0188,  86.9254, 331.4222, 254.0141])
2024-05-21 00:58:11,489 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,489 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,490 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 8.00%
2024-05-21 00:58:11,541 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 20.7455, 141.5427, 180.7496, 458.5006])
2024-05-21 00:58:11,543 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,544 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,544 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 7.00%
2024-05-21 00:58:11,545 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([236.5931,  88.3622, 332.2820, 297.6451])
2024-05-21 00:58:11,546 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,547 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,548 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 23.00%
2024-05-21 00:58:11,607 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([231.2060,  91.1070, 325.3673, 304.2574])
2024-05-21 00:58:11,608 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,608 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,609 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 23.00%
2024-05-21 00:58:11,611 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([  3.2032, 149.9191, 164.0582, 453.4080])
2024-05-21 00:58:11,612 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,613 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,615 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 4.00%
2024-05-21 00:58:11,668 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([224.9207,  95.4963, 322.7349, 300.8792])
2024-05-21 00:58:11,669 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,669 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,670 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 21.00%
2024-05-21 00:58:11,674 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([4.2586e-01, 1.6801e+02, 1.5125e+02, 4.6175e+02])
2024-05-21 00:58:11,674 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,675 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,676 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 3.00%
2024-05-21 00:58:11,736 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([219.7989,  99.1561, 321.8450, 293.0448])
2024-05-21 00:58:11,737 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,738 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,739 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 19.00%
2024-05-21 00:58:11,797 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([214.3102, 102.9955, 318.0499, 295.7989])
2024-05-21 00:58:11,799 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,800 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,801 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 18.00%
2024-05-21 00:58:11,866 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([205.7330, 104.7735, 310.4225, 302.8453])
2024-05-21 00:58:11,867 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,867 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,868 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 18.00%
2024-05-21 00:58:11,921 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([197.1071, 105.9933, 304.4167, 341.7899])
2024-05-21 00:58:11,922 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,922 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,923 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 27.00%
2024-05-21 00:58:11,937 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-11.jpg'
2024-05-21 00:58:11,990 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([189.4802, 107.8932, 301.5513, 372.7932])
2024-05-21 00:58:11,991 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,992 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:11,993 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 33.00%
2024-05-21 00:58:12,006 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-11.jpg'
2024-05-21 00:58:12,059 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([184.3440, 111.7538, 296.9461, 388.3886])
2024-05-21 00:58:12,060 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,060 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,061 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 34.00%
2024-05-21 00:58:12,075 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-12.jpg'
2024-05-21 00:58:12,125 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([166.9921, 117.2295, 292.2221, 402.1893])
2024-05-21 00:58:12,126 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,127 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,128 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 35.00%
2024-05-21 00:58:12,140 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-12.jpg'
2024-05-21 00:58:12,191 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([154.6492, 124.2636, 288.9790, 408.1846])
2024-05-21 00:58:12,192 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,192 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,193 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 33.00%
2024-05-21 00:58:12,206 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-12.jpg'
2024-05-21 00:58:12,259 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([143.4891, 133.8641, 283.6616, 408.6511])
2024-05-21 00:58:12,260 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,261 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,262 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 30.00%
2024-05-21 00:58:12,276 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-12.jpg'
2024-05-21 00:58:12,341 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([128.0541, 141.2442, 286.2810, 408.9648])
2024-05-21 00:58:12,342 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,343 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,344 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 29.00%
2024-05-21 00:58:12,358 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-12.jpg'
2024-05-21 00:58:12,411 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([111.2644, 148.1483, 274.9468, 409.0696])
2024-05-21 00:58:12,413 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,413 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,414 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 25.00%
2024-05-21 00:58:12,428 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-12.jpg'
2024-05-21 00:58:12,477 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 96.9981, 154.1570, 276.7849, 421.6716])
2024-05-21 00:58:12,478 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,479 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,479 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 28.00%
2024-05-21 00:58:12,489 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-12.jpg'
2024-05-21 00:58:12,540 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 83.0274, 160.5209, 256.3426, 413.0894])
2024-05-21 00:58:12,541 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,541 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,542 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 21.00%
2024-05-21 00:58:12,591 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 61.2065, 170.4959, 247.6277, 460.7902])
2024-05-21 00:58:12,592 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,593 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,594 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 22.00%
2024-05-21 00:58:12,646 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 45.6748, 181.9115, 257.4389, 454.9799])
2024-05-21 00:58:12,647 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,647 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,648 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 23.00%
2024-05-21 00:58:12,709 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 30.8380, 192.9590, 248.0772, 457.7867])
2024-05-21 00:58:12,710 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,710 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,711 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 21.00%
2024-05-21 00:58:12,760 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 23.3049, 208.8881, 232.6299, 464.2714])
2024-05-21 00:58:12,761 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,762 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,763 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 19.00%
2024-05-21 00:58:12,818 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 10.8271, 221.4798, 220.4476, 459.1149])
2024-05-21 00:58:12,819 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,820 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,821 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 16.00%
2024-05-21 00:58:12,879 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([  0.6690, 236.1865, 208.0642, 457.0703])
2024-05-21 00:58:12,881 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,882 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:12,883 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 13.00%
2024-05-21 00:58:19,394 - ObjectDetectionLogger - INFO - End of the video file
2024-05-21 00:58:19,421 - ObjectDetectionLogger - INFO - Video processing completed
