2024-05-21 00:58:31,351 - ObjectDetectionLogger - INFO - Model path: models/yolov8s.pt
2024-05-21 00:58:33,130 - ObjectDetectionLogger - INFO - Model loaded. Cuda available: True
2024-05-21 00:58:33,142 - ObjectDetectionLogger - INFO - Region of interest points loaded successfully. Num points: 5
2024-05-21 00:58:40,390 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([319.9714,  57.9091, 367.0164, 211.7242])
2024-05-21 00:58:42,872 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:42,872 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:42,873 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 16.00%
2024-05-21 00:58:42,875 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([276.8989,  82.6903, 349.5087, 221.9747])
2024-05-21 00:58:42,875 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:42,876 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:42,877 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:42,933 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 89.4678, 118.6083, 235.3146, 476.5179])
2024-05-21 00:58:42,935 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:42,936 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:42,938 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 15.00%
2024-05-21 00:58:42,941 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([269.6771,  84.8947, 348.4141, 222.4456])
2024-05-21 00:58:42,942 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:42,943 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:42,944 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 0.00%
2024-05-21 00:58:43,003 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 67.3729, 127.3700, 225.2796, 477.6490])
2024-05-21 00:58:43,004 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,005 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,006 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 12.00%
2024-05-21 00:58:43,008 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([261.6539,  86.3880, 346.1635, 254.4700])
2024-05-21 00:58:43,010 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,010 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,011 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 10.00%
2024-05-21 00:58:43,074 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 42.8355, 131.9598, 212.1482, 479.4758])
2024-05-21 00:58:43,076 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,077 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,079 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 10.00%
2024-05-21 00:58:43,083 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([255.6689,  87.3098, 341.8432, 249.6674])
2024-05-21 00:58:43,085 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,087 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,089 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 8.00%
2024-05-21 00:58:43,152 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 38.1455, 134.9451, 201.5389, 479.4823])
2024-05-21 00:58:43,154 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,154 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,155 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 8.00%
2024-05-21 00:58:43,158 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([249.1808,  87.3631, 332.5767, 255.3860])
2024-05-21 00:58:43,159 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,160 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,161 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 9.00%
2024-05-21 00:58:43,218 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 31.9435, 137.6890, 188.5503, 458.8616])
2024-05-21 00:58:43,219 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,220 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,221 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 8.00%
2024-05-21 00:58:43,223 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([243.0188,  86.9254, 331.4222, 254.0141])
2024-05-21 00:58:43,225 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,225 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,226 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 8.00%
2024-05-21 00:58:43,283 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 20.7455, 141.5427, 180.7496, 458.5006])
2024-05-21 00:58:43,284 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,285 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,285 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 7.00%
2024-05-21 00:58:43,288 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([236.5931,  88.3622, 332.2820, 297.6451])
2024-05-21 00:58:43,289 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,290 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,291 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 23.00%
2024-05-21 00:58:43,357 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([231.2060,  91.1070, 325.3673, 304.2574])
2024-05-21 00:58:43,358 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,359 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,359 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 23.00%
2024-05-21 00:58:43,361 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([  3.2032, 149.9191, 164.0582, 453.4080])
2024-05-21 00:58:43,362 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,362 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,363 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 4.00%
2024-05-21 00:58:43,426 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([224.9207,  95.4963, 322.7349, 300.8792])
2024-05-21 00:58:43,428 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,429 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,430 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 21.00%
2024-05-21 00:58:43,433 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([4.2586e-01, 1.6801e+02, 1.5125e+02, 4.6175e+02])
2024-05-21 00:58:43,435 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,436 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,438 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 3.00%
2024-05-21 00:58:43,519 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([219.7989,  99.1561, 321.8450, 293.0448])
2024-05-21 00:58:43,520 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,520 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,521 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 19.00%
2024-05-21 00:58:43,609 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([214.3102, 102.9955, 318.0499, 295.7989])
2024-05-21 00:58:43,610 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,611 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,612 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 18.00%
2024-05-21 00:58:43,700 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([205.7330, 104.7735, 310.4225, 302.8453])
2024-05-21 00:58:43,701 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,701 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,703 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 18.00%
2024-05-21 00:58:43,768 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([197.1071, 105.9933, 304.4167, 341.7899])
2024-05-21 00:58:43,770 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,770 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,771 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 27.00%
2024-05-21 00:58:43,784 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-43.jpg'
2024-05-21 00:58:43,843 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([189.4802, 107.8932, 301.5513, 372.7932])
2024-05-21 00:58:43,844 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,845 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,846 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 33.00%
2024-05-21 00:58:43,860 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-43.jpg'
2024-05-21 00:58:43,925 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([184.3440, 111.7538, 296.9461, 388.3886])
2024-05-21 00:58:43,927 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,928 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,928 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 34.00%
2024-05-21 00:58:43,939 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-43.jpg'
2024-05-21 00:58:43,990 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([166.9921, 117.2295, 292.2221, 402.1893])
2024-05-21 00:58:43,991 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,991 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:43,992 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 35.00%
2024-05-21 00:58:44,003 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-43.jpg'
2024-05-21 00:58:44,079 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([154.6492, 124.2636, 288.9790, 408.1846])
2024-05-21 00:58:44,082 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,085 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,088 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 33.00%
2024-05-21 00:58:44,107 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-44.jpg'
2024-05-21 00:58:44,196 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([143.4891, 133.8641, 283.6616, 408.6511])
2024-05-21 00:58:44,198 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,201 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,205 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 30.00%
2024-05-21 00:58:44,216 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-44.jpg'
2024-05-21 00:58:44,301 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([128.0541, 141.2442, 286.2810, 408.9648])
2024-05-21 00:58:44,304 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,304 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,305 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 29.00%
2024-05-21 00:58:44,324 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-44.jpg'
2024-05-21 00:58:44,397 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([111.2644, 148.1483, 274.9468, 409.0696])
2024-05-21 00:58:44,397 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,398 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,398 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 25.00%
2024-05-21 00:58:44,409 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-44.jpg'
2024-05-21 00:58:44,474 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 96.9981, 154.1570, 276.7849, 421.6716])
2024-05-21 00:58:44,475 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,476 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,477 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 28.00%
2024-05-21 00:58:44,487 - ObjectDetectionLogger - INFO - Frame with object 'person' saved to 'C:\Users\aiden\Desktop\GitHub\Sequre\data\output\2024-05-21\a67150d5fe6a976c8da7a3e114935402d28aff49c5c8ffb0b6533a4f24ad5f92\person-00-58-44.jpg'
2024-05-21 00:58:44,574 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 83.0274, 160.5209, 256.3426, 413.0894])
2024-05-21 00:58:44,576 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,578 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,581 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 21.00%
2024-05-21 00:58:44,658 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 61.2065, 170.4959, 247.6277, 460.7902])
2024-05-21 00:58:44,659 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,659 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,660 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 22.00%
2024-05-21 00:58:44,712 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 45.6748, 181.9115, 257.4389, 454.9799])
2024-05-21 00:58:44,713 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,713 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,714 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 23.00%
2024-05-21 00:58:44,768 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 30.8380, 192.9590, 248.0772, 457.7867])
2024-05-21 00:58:44,768 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,769 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,769 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 21.00%
2024-05-21 00:58:44,824 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 23.3049, 208.8881, 232.6299, 464.2714])
2024-05-21 00:58:44,824 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,825 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,825 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 19.00%
2024-05-21 00:58:44,879 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([ 10.8271, 221.4798, 220.4476, 459.1149])
2024-05-21 00:58:44,880 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,880 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,880 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 16.00%
2024-05-21 00:58:44,952 - ObjectDetectionLogger - INFO - Bounding box coordinates: tensor([  0.6690, 236.1865, 208.0642, 457.0703])
2024-05-21 00:58:44,952 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,953 - ObjectDetectionLogger - INFO - Grid coordinates of bounding box computed successfully
2024-05-21 00:58:44,954 - ObjectDetectionLogger - INFO - Percentage of points inside the ROI: 13.00%
2024-05-21 00:58:51,437 - ObjectDetectionLogger - INFO - End of the video file
2024-05-21 00:58:51,480 - ObjectDetectionLogger - INFO - Video processing completed
